序号,site,title,发现时间,关键词
11,访问不了/sf/vsearch?pd=video&tn=vsearch&lid=89691f070001187b&ie=utf-8&rsv_pq=89691f070001187b&wd=intitle%3A%E5%8F%91%E5%8D%A1%E5%B9%B3%E5%8F%B0&rsv_spt=5&rsv_t=ad42%2BWB6sGYpJeeUkiHUCiRMbdNXx4nVr%2B46nT5C5cniDMi6aPkbZVaVLvE&rsv_bp=1&f=8,"
                                        intitle:发卡平台_视频大全_高清在线观看
                    ",2020-06-09,intitle:发卡平台
12,http://www.56fk.com/,发卡平台推荐_密家自动发卡平台_功能齐全_支持零费率,2020-06-09,intitle:发卡平台
13,/baidu.php?sc.000000j0xnZgmfstWNnwQ_TVbqrt0eJ0JyMQU-vKYIglkI6b5NRnQ64wK9GZlWDy6lfNYVOPcXHwLlXfje7Nr7lL6Pvs_1lon-IuXGeEgCVI5p7neLUvzcRYUaOutEGyGHRXN__zbPjArsJtIbcteifGUeM4nHi5l8Y1q0MjEyICAY2ac9-lo3Fe3hl1PdQ4OMlh5F4t9Lx-ensf8ENlqJK8CYmW.DY_NR2Ar5Od663rj6tVrgy1v_C6RojPakYvNe_B6.U1Yk0ZDqpy4Ypgw_uiR1fUXBElWAETzC0ZKGm1Ys0ZK1pyI85yfzuhndn1KbuWw-PAmvrHNWuWbkmhcsuj6YPWb3nj9b0ZfqVl2OJnpq12WPko1v0A-V5HczPsKM5gK1UAq8usKdpHdBmy-bIfKspyfqP0KWpyfqrjf0UgfqnH0kPdtzrjbzg1DsnH-xn1msnfKopHYs0ZFY5HDknfK-pyfqn1DLnWwxnHfzP-t1nHnzP-tznH04rNt1nH6LPNt1nHTkPNt1nj6zndt1nH6YPdt1nH6LP6KBpHYkPH9xnW0Yg1ckPsKVm1Ykrjf4nWRYrjTvg1DdnHDvPW0knjmvg1Dsnj7xn0KkTA-b5H00TyPGujYs0ZFMIA7M5H00mycqn7ts0ANzu1Yz0ZKs5HDkP1mdPjTsnj60UMus5H08nj0snj0snj00Ugws5H00uAwETjYs0ZFJ5H00uANv5gKW0AuY5H00TA6qn0KET1Ys0AFL5HT0UMfqn0K1XWY0mgPxpywW5gK1QyIlpZ940A-bm1dcHbc0IZN15HmvrjcknWc4PWnkn1T4Pjn1nfKzug7Y5HDdrHDvrjb4nWfsrjm0Tv-b5H64PWbkuW0Lnj0snHD3Pvc0mLPV5HfvPHTdnRm1nj7KPRfLnYn0mynqnfKsUWYs0Z7VIjYs0Z7VT1Ys0ZGY5H00UyPxuMFEUHYsg1Kxn7ts0Aw9UMNBuNqsUA78pyw15HKxn7tsg100TA7Ygvu_myTqn0Kbmv-b5H00ugwGujYVnfK9TLKWm1Ys0ZNspy4Wm1Ys0Z7VuWYs0AuWIgfqn0KGTvP_5H00XMK_Ignqn0K9uAu_myTqnfK_uhnqn0KbmvPb5fKBuA-b5H63nRDYnj63Pjw7PRujfbwanWD3wWIarRNDPWFDnWbY0AFY5H00Uv7YI1Ys0AqY5H00ULFsIjYsc10Wc10Wnansc108nj0snj0sc10Wc10WQinsQW0snj0snankQW0snj0sn0KkgLmqna34r7tsQW0sg108njKxna3snNtsQWD1g108n160ug9Y5H00mMPxTZFEuA-b5H00mLFW5HRLPH0v&word=intitle%3A%E5%8F%91%E5%8D%A1%E5%B9%B3%E5%8F%B0,全自动发卡_专业发卡平台,2020-06-09,intitle:发卡平台
14,/baidu.php?sc.000000j0xnZgmfstWRsSvcghY_Q1BdJi59XBd4gitGqYjuw_tQjqE_0sR5XG9C0lVxGltr63_0B208h2XillpF9jJfb4YKzZ_gwmMJWZretMkh__jn3grXL6tw3iPRbXc0m5q2HXARTF9umz57aERbbt5hX4wg_XvGw6wL96Tk-w2gBk_zrDFl3mXu2k87FjZsO21lTOVnnKJhN6RX84rtpnM2d1.DD_NR2Ar5Od663rj6tECxoueyR2N9h9mzuPLHER.U1Yz0ZDqpy4Ypgw_uiR1fUXBElWAETzC0ZKGm1Yk0ZK1pyI85HckPHfsryFhPhRLmHnzPvczPADzuW01mHbYnjc4mhm40ZfqdlWiVTBodqivoeXBElWAETzC0A-V5HczPsKM5gK1UAq8usKdpHdBmy-bIfKspyfqP0KWpyfqrjf0UgfqrHDYPdtknjDLg1csPWFxnH0krNt1PW0k0AVG5H00TMfqnHDk0ANGujY1nHTzP7tkPjcvg1nkn1cvg1cknjb4g1nkrjTdg1nkP1Ddg1nsrjc1g1nkrjfLg1nkrjTv0AFG5HDdPNtkPH9xnW0Yg1ckPsKVm1YkPHuxnH61n1f4PjD4P7tdrj0zP10dnWRvg1Dsnj7xn0KkTA-b5H00TyPGujYs0ZFMIA7M5H00mycqn7ts0ANzu1Yz0ZKs5HDkP1mdPjTsnj60UMus5H08nj0snj0snj00Ugws5H00uAwETjYk0ZFJ5H00uANv5gKW0AuY5H00TA6qn0KET1Ys0AFL5HT0UMfqn0K1XWY0mgPxpywW5gK1QyIlpZ940A-bm1dcHbc0IZN15HDLnWRYnjTLPHTLnWRknWm4n1D40ZF-TgfqnHR4nHm3rHbzPj03P6K1pyfqrjbvrH7hnjTsnj0knH6Lm6KWTvYqPjmdP1RkwWnsnRDdwjT1fsK9m1Yk0ZK85H00TydY5H00Tyd15H00XMfqn0KVmdqhThqV5HKxn7tsg1Kxn0Kbmy4dmhNxTAk9Uh-bT1Ysg1Kxn7tsg100TA7Ygvu_myTqn0Kbmv-b5HDsP1nLPjD3nW60ugwGujYvP0K9TLKWm1Ys0ZNspy4Wm1Ys0Z7VuWYs0AuWIgfqn0KGTvP_5H00XMK_Ignqn0K9uAu_myTqnfK_uhnqn0KbmvPb5fKBuA-b5H63nRDYnj63Pjw7PRujfbwanWD3wWIarRNDPWFDnWbY0AFY5H00Uv7YI1Ys0AqY5H00ULFsIjYsc10Wc10Wnansc108nj0snj0sc10Wc10WQinsQW0snj0snankQW0snj0sn0KkgLmqna34rNtsQW0sg108njKxna3sndtsQWDLg108n1b0ug9Y5H00mMPxTZFEuA-b5H00mLFW5HDdn1Tz&word=intitle%3A%E5%8F%91%E5%8D%A1%E5%B9%B3%E5%8F%B0,卡易速-专业搭建盟卡系统主站-可能是比自动发卡网好的服务商,2020-06-09,intitle:发卡平台
15,http://www.yingfaka.com/,发卡_卡网_发卡平台-鹰发卡,2020-06-09,intitle:发卡平台
16,http://www.zuopay.com/,发卡平台-自动发卡平台-左发卡自动发卡平台,2020-06-09,intitle:发卡平台
17,https://www.vifaka.com/,【微发卡】自动发卡平台_发卡网_极受欢迎专业在线卡密交易平台-首页,2020-06-09,intitle:发卡平台
18,https://www.13fk.com/,13发卡平台_国内知名发卡平台-24小时全自动发卡(卡乐码)提供,2020-06-09,intitle:发卡平台
19,https://www.gyfaka.com/,果云发卡网 - 果云发卡网-发卡平台-稳定好用的自动发卡平台,2020-06-09,intitle:发卡平台
20,https://www.yc88.net/,自动发卡平台源码系统_发卡系统源码提供_发卡系统开源代码-爱发...,2020-06-09,intitle:发卡平台
21,https://www.kamigou.net/,自动发卡平台-自动发卡网-卡密狗,2020-06-09,intitle:发卡平台
22,https://www.128faka.com/,128自动发卡平台 -自动发卡网-业内口碑极佳发卡网-自动发卡平台...,2020-06-09,intitle:发卡平台
23,http://www.ik678.cn/,"发卡平台系统,发卡平台源码,发卡平台程序,自动发卡平台-爱卡发卡...",2020-06-09,intitle:发卡平台
24,https://www.ohfaka.com/,欧皇自动发卡平台 - 全国专业虚拟数字产品交易平台,2020-06-09,intitle:发卡平台
25,https://www.zhihu.com/question/52056187,哪个自动发卡平台比较好? - 知乎,2020-06-09,intitle:发卡平台
26,http://www.56fk.com/,发卡网-自动卡密发卡平台,2020-06-09,intitle:发卡平台
27,https://www.jiaopay.com/,"交网自动发卡平台 - 发卡网发卡平台,专业的卡密寄售平台,安全...",2020-06-09,intitle:发卡平台
28,https://www.dzfaka.com/,大众发卡网__全国专业的数字虚拟产品交易平台_24小时全自动发卡平台,2020-06-09,intitle:发卡平台
29,http://www.honetian.com/,恒天发卡平台 - 极受用户欢迎的自动发卡平台-www.xinchuangfaka...,2020-06-09,intitle:发卡平台
30,https://www.300box.cn/buy,快发卡自动发卡平台 - 最好用的自动发卡网站(kuaifaka.com),2020-06-09,intitle:发卡平台
31,http://www.2345ka.net/,2345发卡 - 专业的数字虚拟产品交易平台_全自动发卡平台,2020-06-09,intitle:发卡平台
32,http://www.918ka.com/,918自动发卡平台-全国专业虚拟数字产品交易平台,2020-06-09,intitle:发卡平台
33,https://www.998ka.cn/,998KA自动发卡平台-国内最专业的卡密寄售平台网站998KA.CN,2020-06-09,intitle:发卡平台
34,http://www.starfk.cn/,星发卡 - D1结算的发卡平台,2020-06-09,intitle:发卡平台
35,https://www.mingypay.com/,明宇自动发卡平台-发卡网-明宇发卡-自动发卡网-自动发卡-只做专业...,2020-06-09,intitle:发卡平台
36,http://www.17fk.cn/,"17自动发卡平台 - 国内领先的企业级自动发卡平台,17自动发卡:www...",2020-06-09,intitle:发卡平台
